-3.937059999999999782e+00,-1.351220000000000088e+00,1.150769999999999982e+01,2.793314993831313119e-03,-3.524511261607350069e-03,4.986989761237495267e-01,8.667635816212146960e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.663451899351887941e+09
-3.937060117721557617e+00,-1.351220011711120605e+00,1.150769042968750000e+01,2.793319103856219468e-03,-3.524513735395312305e-03,4.986989900804567055e-01,8.667635967982767475e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.806600399315357208e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.663451899355943918e+09
-3.937060117721557617e+00,-1.351220011711120605e+00,1.150767040252685547e+01,2.793319103856219468e-03,-3.524513735395312305e-03,4.986989900804567055e-01,8.667635967982767475e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.961320079863071442e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.663451899359458923e+09
-3.937060832977294922e+00,-1.351219654083251953e+00,1.150767135620117188e+01,2.792799774506353472e-03,-3.524856366264065774e-03,4.986989766462791018e-01,8.667635883496807025e-01,-7.846633670851588249e-04,3.866958140861243010e-04,1.090691424906253815e-03,-5.619426956400275230e-04,-1.081796362996101379e-03,-4.096373231732286513e-05,1.663451899364250898e+09
-3.937061309814453125e+00,-1.351219892501831055e+00,1.150767230987548828e+01,2.792690591078937114e-03,-3.525114047480524052e-03,4.986989754212490245e-01,8.667635801386545102e-01,-3.798312682192772627e-04,-2.422396501060575247e-04,1.051981933414936066e-03,9.030831279233098030e-05,-4.878353793174028397e-04,2.135937393177300692e-05,1.663451899367135048e+09
-3.937061309814453125e+00,-1.351220726966857910e+00,1.150767326354980469e+01,2.793098076344517448e-03,-3.525320993985114892e-03,4.986990175294894745e-01,8.667635645332224525e-01,4.193870699964463711e-05,-8.340117055922746658e-04,1.159073784947395325e-03,8.810209110379219055e-04,6.729483720846474171e-05,3.128118260065093637e-05,1.663451899370358944e+09
-3.937060832977294922e+00,-1.351221680641174316e+00,1.150767421722412109e+01,2.793633293409577244e-03,-3.525299103392314642e-03,4.986990349953607793e-01,8.667635725462145002e-01,5.485763540491461754e-04,-9.334782953374087811e-04,1.123559661209583282e-03,1.011016429401934147e-03,7.351693930104374886e-04,3.113267666776664555e-05,1.663451899373711109e+09
-3.937060356140136719e+00,-1.351221919059753418e+00,1.150767421722412109e+01,2.793794432661191214e-03,-3.525089801587328112e-03,4.986990351073428140e-01,8.667635581762502817e-01,5.179062136448919773e-04,-1.813452690839767456e-04,4.020566120743751526e-04,1.207755994983017445e-04,6.248375284485518932e-04,-1.595099456608295441e-05,1.663451899376584053e+09
-3.937060117721557617e+00,-1.351221799850463867e+00,1.150767421722412109e+01,2.793691718050705756e-03,-3.524929823999435954e-03,4.986990260547922715e-01,8.667635633899517522e-01,1.801115868147462606e-04,1.578281226102262735e-04,4.694778472185134888e-04,-3.564440121408551931e-04,1.694941893219947815e-04,-3.187310358043760061e-05,1.663451899379776955e+09
-3.937059640884399414e+00,-1.351222157478332520e+00,1.150767517089843750e+01,2.793987013361902243e-03,-3.524797708985762112e-03,4.986990187537516106e-01,8.667635643418901692e-01,3.704422269947826862e-04,-3.966005460824817419e-04,5.961358547210693359e-04,3.662151866592466831e-04,4.601155524142086506e-04,1.191259070765227079e-05,1.663451899383955956e+09
-3.937060117721557617e+00,-1.351222157478332520e+00,1.150767517089843750e+01,2.793751561753881826e-03,-3.525055549907616867e-03,4.986990235506443825e-01,8.667635883037211331e-01,-4.097787314094603062e-04,8.176837582141160965e-06,2.807872369885444641e-04,-1.313027460128068924e-04,-6.201204960234463215e-04,-4.623147106030955911e-06,1.663451899387722015e+09
