-3.937059999999999782e+00,-1.351220000000000088e+00,1.150769999999999982e+01,2.793314993831313119e-03,-3.524511261607350069e-03,4.986989761237495267e-01,8.667635816212146960e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.331826206296682358e-05,-9.273176004853667109e-09,5.750000000000000000e+00,1.663464003687124968e+09
-3.937060117721557617e+00,-1.351220011711120605e+00,1.150769042968750000e+01,2.793319103856219468e-03,-3.524513735395312305e-03,4.986989900804567055e-01,8.667635967982767475e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.806600399315357208e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.331790008407551795e-05,-1.054309795023300467e-08,5.750000000000000000e+00,1.663464003690725088e+09
-3.937060117721557617e+00,-1.351220011711120605e+00,1.150767040252685547e+01,2.793319103856219468e-03,-3.524513735395312305e-03,4.986989900804567055e-01,8.667635967982767475e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.961320079863071442e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.331813837168738246e-05,-1.167210150754272036e-08,5.750000000000000000e+00,1.663464003736529112e+09
-3.937060594558715820e+00,-1.351219892501831055e+00,1.150767135620117188e+01,2.793084030786401571e-03,-3.524772164972602220e-03,4.986989943494432587e-01,8.667636210745445213e-01,-4.401338810566812754e-04,1.562328689033165574e-04,1.086686737835407257e-03,-1.312512904405593872e-04,-6.193008739501237869e-04,3.464498149696737528e-06,-1.330570921709295362e-05,-1.267049309916501443e-08,5.750000000000000000e+00,1.663464003736536980e+09
-3.937060594558715820e+00,-1.351220488548278809e+00,1.150767230987548828e+01,2.793529799367456233e-03,-3.524957605377406628e-03,4.986991614283403096e-01,8.667634729229583002e-01,-2.670570393092930317e-05,-5.963764269836246967e-04,1.174491830170154572e-03,8.897550869733095169e-04,-5.129934288561344147e-05,4.683167207986116409e-04,-1.331785733782453462e-05,-1.338579647125470728e-08,5.750000000000000000e+00,1.663464003736541033e+09
-3.937060832977294922e+00,-1.351220726966857910e+00,1.150767326354980469e+01,2.793632135439740038e-03,-3.525116994309865359e-03,4.986991710087970708e-01,8.667634673948202417e-01,-1.268759951926767826e-04,-1.858228933997452259e-04,6.317701190710067749e-04,3.742798580788075924e-04,-1.532428141217678785e-04,3.137512248940765858e-05,-1.331504427071195096e-05,-1.460737308889292763e-08,5.750000000000000000e+00,1.663464003736546040e+09
-3.937061309814453125e+00,-1.351220846176147461e+00,1.150767421722412109e+01,2.793491590363867544e-03,-3.525538878577396534e-03,4.986991600752713749e-01,8.667635125264060436e-01,-5.672199185937643051e-04,-1.209012116305530071e-04,4.851790145039558411e-04,2.267683739773929119e-04,-7.844099309295415878e-04,-4.838363383896648884e-05,-1.330244595010299236e-05,-1.559312678978130862e-08,5.750000000000000000e+00,1.663464003736548901e+09
-3.937061309814453125e+00,-1.351220846176147461e+00,1.150767517089843750e+01,2.793391300095432982e-03,-3.525563227988529752e-03,4.986991655406701751e-01,8.667635334087679944e-01,-2.086750464513897896e-05,1.231026544701308012e-05,5.044071003794670105e-04,-7.583294063806533813e-05,1.211959170177578926e-05,-3.344710421515628695e-06,-1.331823568762047216e-05,-1.581027753161379223e-08,5.750000000000000000e+00,1.663464003736552954e+09
-3.937061548233032227e+00,-1.351221203804016113e+00,1.150767517089843750e+01,2.793507099540858823e-03,-3.525859030197914593e-03,4.986991646348712393e-01,8.667635117763651253e-01,-2.009984891628846526e-04,-3.989377873949706554e-04,6.985105574131011963e-05,5.222805775701999664e-04,-2.762907242868095636e-04,-1.590157626196742058e-05,-1.331315615971107036e-05,-1.663379656235974835e-08,5.750000000000000000e+00,1.663464003736557007e+09
-3.937061548233032227e+00,-1.351220965385437012e+00,1.150767517089843750e+01,2.793367468055403188e-03,-3.525724456365907783e-03,4.986991344025604733e-01,8.667634838329495439e-01,1.188575261039659381e-04,2.368324203416705132e-04,1.198258250951766968e-04,-3.135480801574885845e-04,1.645177253521978855e-04,-1.908806370920501649e-05,-1.332247120444662869e-05,-1.748243150245798461e-08,5.750000000000000000e+00,1.663464003736562014e+09
-3.937061309814453125e+00,-1.351220726966857910e+00,1.150767517089843750e+01,2.793270607409021992e-03,-3.525622454474144907e-03,4.986991624674372292e-01,8.667635019826007703e-01,1.364824856864288449e-04,2.594320685602724552e-04,1.267576590180397034e-04,-3.126829979009926319e-04,1.657488319324329495e-04,-1.998490370169747621e-05,-1.332311694568488747e-05,-7.444872274220415420e-09,5.750000000000000000e+00,1.663464003736566067e+09
-3.937060832977294922e+00,-1.351221203804016113e+00,1.150767517089843750e+01,2.793764897214748473e-03,-3.525488295174697417e-03,4.986993440262523780e-01,8.667633773909874106e-01,5.623641191050410271e-04,-5.081853596493601799e-04,3.954423591494560242e-04,7.197802769951522350e-04,7.160750683397054672e-04,4.307224298827350140e-04,-1.333494037680793554e-05,-8.155468300685697614e-09,5.750000000000000000e+00,1.663464003736569881e+09
-3.937060594558715820e+00,-1.351220965385437012e+00,1.150767517089843750e+01,2.793659330189737951e-03,-3.525372754206720222e-03,4.986993842329696114e-01,8.667633883085947843e-01,1.406549126841127872e-04,2.384672989137470722e-04,1.171734184026718140e-04,-3.113207640126347542e-04,1.638034009374678135e-04,-1.978754880838096142e-05,-1.332246029051020741e-05,-8.702141229832704994e-09,5.750000000000000000e+00,1.663464003736572981e+09
-3.937060117721557617e+00,-1.351220846176147461e+00,1.150767517089843750e+01,2.793818045099330516e-03,-3.524979125402652805e-03,4.986993698270023589e-01,8.667633582699699746e-01,5.843562539666891098e-04,1.699614658718928695e-04,2.577118575572967529e-04,-1.384229835821315646e-04,7.945094839669764042e-04,1.929458085214719176e-05,-1.333485579380067065e-05,-9.538335454806201597e-09,5.750000000000000000e+00,1.663464003736576080e+09
-3.937060117721557617e+00,-1.351220846176147461e+00,1.150767517089843750e+01,2.793818045099330516e-03,-3.524979125402652805e-03,4.986993698270023589e-01,8.667633582699699746e-01,2.148299245163798332e-05,-1.214415533468127251e-06,1.001181080937385559e-04,-5.562324076890945435e-07,3.352179192006587982e-07,-1.606564183020964265e-05,-1.331830753770191222e-05,-1.086166889763262589e-08,5.750000000000000000e+00,1.663464003780519009e+09
-3.937060832977294922e+00,-1.351221084594726562e+00,1.150767517089843750e+01,2.793711286013880919e-03,-3.525421133618191968e-03,4.986993831199217353e-01,8.667633657276043735e-01,-6.127437227405607700e-04,-2.188414509873837233e-04,1.098904758691787720e-04,2.852162870112806559e-04,-8.372571901418268681e-04,-7.886448656790889800e-06,-1.330032046098494902e-05,-1.189424736480759748e-08,5.750000000000000000e+00,1.663464003780524015e+09
-3.937060832977294922e+00,-1.351220846176147461e+00,1.150767517089843750e+01,2.793577508492585057e-03,-3.525344535482371686e-03,4.986993900050383788e-01,8.667633507201385479e-01,-4.258588887751102448e-06,2.642415056470781565e-04,1.167468726634979248e-04,-3.098493616562336683e-04,1.453451113775372505e-05,-9.139822395809460431e-06,-1.331805378868011758e-05,-1.300044161212099425e-08,5.750000000000000000e+00,1.663464003780528069e+09
-3.937060594558715820e+00,-1.351221203804016113e+00,1.150767517089843750e+01,2.793898403177552496e-03,-3.525236021518997689e-03,4.986993826753798875e-01,8.667633400671450605e-01,3.367772442288696766e-04,-3.098941233474761248e-04,2.316143363714218140e-04,4.522436356637626886e-04,4.577925719786435366e-04,3.695147825055755675e-06,-1.332813008048105985e-05,-1.376191960389405722e-08,5.750000000000000000e+00,1.663464003780531883e+09
-3.937060356140136719e+00,-1.351220965385437012e+00,1.150767517089843750e+01,2.793812960100494451e-03,-3.525086694560570708e-03,4.986993852081457179e-01,8.667633267583074730e-01,1.345654600299894810e-04,2.367244742345064878e-04,1.182872802019119263e-04,-3.105816722381860018e-04,1.643082359805703163e-04,-1.999504092964343727e-05,-1.332238298346055672e-05,-1.438389318764166092e-08,5.750000000000000000e+00,1.663464003780534029e+09
